rndNum,courseNum,rndPos,rndScr,relParScr,cumParScr,playerName,year,name,name2,cost
Round 4,770,T67,78,6,10,23552,2012,HANK KUEHNE,Hank Kuehne,#N/A
Round 1,770,T119,77,5,5,6515,2012,SHAUN MICHEE,Shaun Micheel,#N/A
Round 2,770,T64,71,-1,4,6515,2012,SHAUN MICHEE,Shaun Micheel,#N/A
Round 3,770,T70,77,5,9,6515,2012,SHAUN MICHEE,Shaun Micheel,#N/A
Round 4,770,T67,73,1,10,6515,2012,SHAUN MICHEE,Shaun Micheel,#N/A
Round 1,770,T35,72,E,E,21949,2012,JOE OGILVI,Joe Ogilvie,#N/A
Round 2,770,T40,73,1,1,21949,2012,JOE OGILVI,Joe Ogilvie,#N/A
Round 3,770,T70,80,8,9,21949,2012,JOE OGILVI,Joe Ogilvie,#N/A
Round 4,770,T71,75,3,12,21949,2012,JOE OGILVI,Joe Ogilvie,#N/A
Round 1,770,T35,72,E,E,22548,2012,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 2,770,T16,71,-1,-1,22548,2012,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 3,770,T70,82,10,9,22548,2012,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 4,770,T71,75,3,12,22548,2012,PATRIC SHEEHA,Patrick Sheehan,#N/A
Round 1,770,T35,72,E,E,6036,2012,SCOTT DUNLAP,Scott Dunlap,#N/A
Round 2,770,T64,76,4,4,6036,2012,SCOTT DUNLAP,Scott Dunlap,#N/A
Round 3,770,T70,77,5,9,6036,2012,SCOTT DUNLAP,Scott Dunlap,#N/A
Round 4,770,T73,76,4,13,6036,2012,SCOTT DUNLAP,Scott Dunlap,#N/A
Round 1,770,T105,76,4,4,21959,2012,TED PURDY,Ted Purdy,#N/A
Round 2,770,T64,72,E,4,21959,2012,TED PURDY,Ted Purdy,#N/A
Round 3,770,T68,76,4,8,21959,2012,TED PURDY,Ted Purdy,#N/A
Round 4,770,T73,77,5,13,21959,2012,TED PURDY,Ted Purdy,#N/A
Round 1,770,T75,74,2,2,29420,2012,BILLY HORSCH,Billy Horschel,#N/A
Round 2,770,T64,74,2,4,29420,2012,BILLY HORSCH,Billy Horschel,#N/A
Round 3,770,T70,77,5,9,29420,2012,BILLY HORSCH,Billy Horschel,#N/A
Round 4,770,75,77,5,14,29420,2012,BILLY HORSCH,Billy Horschel,#N/A
Round 1,770,T61,73,1,1,22348,2012,NICK O'HERN,Nick O'Hern,#N/A
Round 2,770,T56,74,2,3,22348,2012,NICK O'HERN,Nick O'Hern,#N/A
Round 3,770,T65,76,4,7,22348,2012,NICK O'HERN,Nick O'Hern,#N/A
Round 4,770,76,81,9,16,22348,2012,NICK O'HERN,Nick O'Hern,#N/A
Round 1,770,T9,69,-3,-3,23614,2012,RICH BEEM,Rich Beem,#N/A
Round 2,770,T56,78,6,3,23614,2012,RICH BEEM,Rich Beem,#N/A
Round 3,770,T77,79,7,10,23614,2012,RICH BEEM,Rich Beem,#N/A
Round 1,770,T12,70,-2,-2,32150,2014,MICHAE THOMPS,Michael Thompson,5400
Round 2,770,T33,70,-2,E,33122,2014,RUSSEL KNOX,Russell Knox,7900
Round 1,770,T12,70,-2,-2,29535,2014,BRICE GARNET,Brice Garnett,3300
Round 1,770,T18,71,-1,-1,33120,2012,MARK ANDERS,Mark Anderson,#N/A
Round 2,770,T64,77,5,4,33120,2012,MARK ANDERS,Mark Anderson,#N/A
Round 3,770,79,79,7,11,33120,2012,MARK ANDERS,Mark Anderson,#N/A
Round 1,770,T61,73,1,1,34359,2012,DIEGO VELASQ,Diego Velasquez,#N/A
Round 2,770,T64,75,3,4,34359,2012,DIEGO VELASQ,Diego Velasquez,#N/A
Round 3,770,80,80,8,12,34359,2012,DIEGO VELASQ,Diego Velasquez,#N/A
Round 1,770,T35,72,E,E,31401,2012,ZACK MILLER,Zack Miller,#N/A
Round 2,770,T64,76,4,4,31401,2012,ZACK MILLER,Zack Miller,#N/A
Round 3,770,81,84,12,16,31401,2012,ZACK MILLER,Zack Miller,#N/A
Round 1,770,T119,77,5,5,27676,2012,LONNY ALEXAN,Lonny Alexander,#N/A
Round 2,770,T82,72,E,5,27676,2012,LONNY ALEXAN,Lonny Alexander,#N/A
Round 1,770,T12,70,-2,-2,22378,2014,TREVOR IMMELM,Trevor Immelman,3200
Round 4,770,T2,71,-1,-7,28307,2012,MATT EVERY,Matt Every,5100
Round 1,770,T105,76,4,4,19824,2012,CRAIG BARLOW,Craig Barlow,#N/A
Round 2,770,T82,73,1,5,19824,2012,CRAIG BARLOW,Craig Barlow,#N/A
Round 1,770,T4,68,-4,-4,22892,2012,JASON GORE,Jason Gore,#N/A
Round 2,770,T82,81,9,5,22892,2012,JASON GORE,Jason Gore,#N/A
Round 1,770,T12,70,-2,-2,29479,2014,SCOTT BROWN,Scott Brown,4400
Round 2,770,T33,70,-2,E,25349,2014,TIM WILKIN,Tim Wilkinson,3200
Round 1,770,T4,68,-4,-4,27120,2012,TROY MATTES,Troy Matteson,#N/A
Round 2,770,T82,81,9,5,27120,2012,TROY MATTES,Troy Matteson,#N/A
Round 1,770,T18,71,-1,-1,23325,2012,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 2,770,T82,78,6,5,23325,2012,VAUGHN TAYLOR,Vaughn Taylor,#N/A
Round 1,770,T119,77,5,5,27330,2012,JOSH TEATER,Josh Teater,#N/A
Round 2,770,T82,72,E,5,27330,2012,JOSH TEATER,Josh Teater,#N/A
Round 1,770,T12,70,-2,-2,22371,2014,AARON BADDEL,Aaron Baddeley,5000
Round 1,770,T12,70,-2,-2,32334,2014,CHARLI BELJAN,Charlie Beljan,4300
Round 4,770,T22,69,-3,-3,27644,2013,BRIAN HARMAN,Brian Harman,7000
Round 3,770,T15,71,-1,-1,26596,2012,RYAN MOORE,Ryan Moore,9400
Round 1,770,T75,74,2,2,20850,2012,DANIEL CHOPRA,Daniel Chopra,#N/A
Round 2,770,T91,76,4,6,20850,2012,DANIEL CHOPRA,Daniel Chopra,#N/A
Round 1,770,T96,75,3,3,20623,2012,GAVIN COLES,Gavin Coles,#N/A
Round 2,770,T91,75,3,6,20623,2012,GAVIN COLES,Gavin Coles,#N/A
Round 1,770,T35,72,E,E,1577,2012,LEE JANZEN,Lee Janzen,#N/A
Round 2,770,T91,78,6,6,1577,2012,LEE JANZEN,Lee Janzen,#N/A
Round 1,770,T61,73,1,1,6573,2012,BRANDT JOBE,Brandt Jobe,#N/A
Round 2,770,T91,77,5,6,6573,2012,BRANDT JOBE,Brandt Jobe,#N/A
Round 1,770,T18,71,-1,-1,35879,2012,KELLY KRAFT,Kelly Kraft,#N/A
Round 2,770,T91,79,7,6,35879,2012,KELLY KRAFT,Kelly Kraft,#N/A
Round 1,770,T119,77,5,5,24940,2012,EDWARD LOAR,Edward Loar,#N/A
Round 2,770,T91,73,1,6,24940,2012,EDWARD LOAR,Edward Loar,#N/A
Round 4,770,T31,74,2,1,31202,2014,WILLIA MCGIRT,William McGirt,6600
Round 3,770,T42,71,-1,3,26758,2012,DAVID HEARN,David Hearn,5600
Round 1,770,T96,75,3,3,36455,2012,WILLIA OSBORN,William Osborne,#N/A
Round 2,770,T91,75,3,6,36455,2012,WILLIA OSBORN,William Osborne,#N/A
Round 3,770,T28,71,-1,1,12716,2012,CHARLE HOFFMA,Charley Hoffman,7300
Round 1,770,T18,71,-1,-1,27214,2012,KEVIN STREEL,Kevin Streelman,6900
Round 1,770,T105,76,4,4,2246,2012,DUFFY WALDOR,Duffy Waldorf,#N/A
Round 2,770,T91,74,2,6,2246,2012,DUFFY WALDOR,Duffy Waldorf,#N/A
Round 4,770,T37,73,1,E,31202,2013,WILLIA MCGIRT,William McGirt,6600
Round 3,770,T21,71,-1,E,27644,2012,BRIAN HARMAN,Brian Harman,7000
Round 1,770,T75,74,2,2,23204,2012,GARY CHRIST,Gary Christian,#N/A
Round 2,770,T102,77,5,7,23204,2012,GARY CHRIST,Gary Christian,#N/A
Round 1,770,T75,74,2,2,27974,2012,SUNG KANG,Sung Kang,#N/A
Round 2,770,T102,77,5,7,27974,2012,SUNG KANG,Sung Kang,#N/A
Round 4,770,6,68,-4,-9,24357,2013,K.J. CHOI,K.J. Choi,6500
Round 1,770,T18,71,-1,-1,28500,2012,MARTIN FLORES,Martin Flores,4700
Round 1,770,T35,72,E,E,27556,2012,TED POTTER,"Ted Potter, Jr.",#N/A
Round 2,770,T102,79,7,7,27556,2012,TED POTTER,"Ted Potter, Jr.",#N/A
Round 1,770,T96,75,3,3,25457,2012,ALEXAN ROCHA,Alexandre Rocha,#N/A
Round 2,770,T102,76,4,7,25457,2012,ALEXAN ROCHA,Alexandre Rocha,#N/A
Round 1,770,T18,71,-1,-1,20098,2012,STUART APPLEB,Stuart Appleby,#N/A
Round 2,770,T108,81,9,8,20098,2012,STUART APPLEB,Stuart Appleby,#N/A
Round 1,770,T18,71,-1,-1,29222,2012,BILLY HURLEY,Billy Hurley III,4000
Round 1,770,T18,71,-1,-1,27466,2012,SPENCE LEVIN,Spencer Levin,4400
Round 1,770,T105,76,4,4,20070,2012,MATT BETTEN,Matt Bettencourt,#N/A
Round 2,770,T108,76,4,8,20070,2012,MATT BETTEN,Matt Bettencourt,#N/A
Round 1,770,T18,71,-1,-1,34360,2012,PATRIC REED,Patrick Reed,10200
Round 4,770,T22,69,-3,-3,23638,2013,BRENDO DE JON,Brendon de Jonge,6500
Round 1,770,T105,76,4,4,32200,2012,ROBERT CASTRO,Roberto Castro,#N/A
Round 2,770,T108,76,4,8,32200,2012,ROBERT CASTRO,Roberto Castro,#N/A
Round 1,770,T119,77,5,5,27141,2012,J.B. HOLMES,J.B. Holmes,#N/A
Round 2,770,T108,75,3,8,27141,2012,J.B. HOLMES,J.B. Holmes,#N/A
Round 1,770,T35,72,E,E,6332,2012,NEAL LANCAS,Neal Lancaster,#N/A
Round 2,770,T108,80,8,8,6332,2012,NEAL LANCAS,Neal Lancaster,#N/A
Round 1,770,T75,74,2,2,27939,2012,MATT MCQUIL,Matt McQuillan,#N/A
Round 2,770,T108,78,6,8,27939,2012,MATT MCQUIL,Matt McQuillan,#N/A
Round 1,770,T75,74,2,2,10213,2012,DICKY PRIDE,Dicky Pride,#N/A
Round 2,770,T108,78,6,8,10213,2012,DICKY PRIDE,Dicky Pride,#N/A
Round 1,770,T18,71,-1,-1,22913,2012,JOHN ROLLIN,John Rollins,#N/A
Round 2,770,T108,81,9,8,22913,2012,JOHN ROLLIN,John Rollins,#N/A
Round 1,770,T75,74,2,2,8385,2012,OMAR URESTI,Omar Uresti,#N/A
Round 2,770,T108,78,6,8,8385,2012,OMAR URESTI,Omar Uresti,#N/A
Round 1,770,T105,76,4,4,21407,2012,ARJUN ATWAL,Arjun Atwal,#N/A
Round 2,770,T119,77,5,9,21407,2012,ARJUN ATWAL,Arjun Atwal,#N/A
Round 1,770,T75,74,2,2,20574,2012,MATHEW GOGGIN,Mathew Goggin,#N/A
Round 2,770,T119,79,7,9,20574,2012,MATHEW GOGGIN,Mathew Goggin,#N/A
Round 1,770,T75,74,2,2,26951,2012,JOHNSO WAGNER,Johnson Wagner,#N/A
Round 2,770,T119,79,7,9,26951,2012,JOHNSO WAGNER,Johnson Wagner,#N/A
Round 1,770,T137,78,6,6,22849,2012,CASEY DEVOLL,Casey DeVoll,#N/A
Round 2,770,T122,76,4,10,22849,2012,CASEY DEVOLL,Casey DeVoll,#N/A
Round 1,770,T119,77,5,5,6251,2012,CHRIS DIMARC,Chris DiMarco,#N/A
Round 2,770,T122,77,5,10,6251,2012,CHRIS DIMARC,Chris DiMarco,#N/A
Round 1,770,T119,77,5,5,6621,2012,JOE DURANT,Joe Durant,#N/A
Round 2,770,T122,77,5,10,6621,2012,JOE DURANT,Joe Durant,#N/A
Round 1,770,T105,76,4,4,23903,2012,STEPHE GANGLU,Stephen Gangluff,#N/A
Round 2,770,T122,78,6,10,23903,2012,STEPHE GANGLU,Stephen Gangluff,#N/A
Round 2,770,T16,71,-1,-1,33122,2012,RUSSEL KNOX,Russell Knox,7900
Round 2,770,T25,71,-1,E,12510,2012,CHAD CAMPBE,Chad Campbell,4100
Round 1,770,T142,79,7,7,29461,2012,JAMIE LOVEMA,Jamie Lovemark,#N/A
Round 2,770,T122,75,3,10,29461,2012,JAMIE LOVEMA,Jamie Lovemark,#N/A
Round 1,770,T75,74,2,2,22293,2012,HEATH SLOCUM,Heath Slocum,#N/A
Round 2,770,T122,80,8,10,22293,2012,HEATH SLOCUM,Heath Slocum,#N/A
Round 1,770,T119,77,5,5,26668,2012,MARC TURNES,Marc Turnesa,#N/A
Round 2,770,T122,77,5,10,26668,2012,MARC TURNES,Marc Turnesa,#N/A
Round 1,770,T142,79,7,7,7223,2012,BRIAN BATEMA,Brian Bateman,#N/A
Round 2,770,T130,76,4,11,7223,2012,BRIAN BATEMA,Brian Bateman,#N/A
Round 1,770,T119,77,5,5,10505,2012,SHANE BERTSC,Shane Bertsch,#N/A
Round 2,770,T130,78,6,11,10505,2012,SHANE BERTSC,Shane Bertsch,#N/A
Round 2,770,T47,71,-1,2,29926,2012,DANNY LEE,Danny Lee,3700
Round 1,770,T18,71,-1,-1,31202,2012,WILLIA MCGIRT,William McGirt,6600
Round 1,770,T142,79,7,7,20433,2012,MARK HENSBY,Mark Hensby,#N/A
Round 2,770,T130,76,4,11,20433,2012,MARK HENSBY,Mark Hensby,#N/A
Round 1,770,T96,75,3,3,28308,2012,TROY KELLY,Troy Kelly,#N/A
Round 2,770,T130,80,8,11,28308,2012,TROY KELLY,Troy Kelly,#N/A
Round 2,770,T15,71,-1,-3,27936,2013,MARTIN LAIRD,Martin Laird,8600
Round 1,770,T31,71,-1,-1,12716,2013,CHARLE HOFFMA,Charley Hoffman,7300
Round 1,770,T142,79,7,7,20127,2012,CHRIS RILEY,Chris Riley,#N/A
Round 2,770,T136,78,6,13,20127,2012,CHRIS RILEY,Chris Riley,#N/A
Round 1,770,T119,77,5,5,26679,2012,KEVIN STADLE,Kevin Stadler,#N/A
Round 2,770,T136,80,8,13,26679,2012,KEVIN STADLE,Kevin Stadler,#N/A
Round 1,770,T119,77,5,5,23322,2012,BRETT WETTER,Brett Wetterich,#N/A
Round 2,770,T136,80,8,13,23322,2012,BRETT WETTER,Brett Wetterich,#N/A
Round 1,770,T150,82,10,10,23048,2012,ERIC AXLEY,Eric Axley,#N/A
Round 2,770,T139,76,4,14,23048,2012,ERIC AXLEY,Eric Axley,#N/A
Round 1,770,T137,78,6,6,7457,2012,STEVE FLESCH,Steve Flesch,#N/A
Round 2,770,T139,80,8,14,7457,2012,STEVE FLESCH,Steve Flesch,#N/A
Round 1,770,T137,78,6,6,21350,2012,RYUJI IMADA,Ryuji Imada,#N/A
Round 2,770,T139,80,8,14,21350,2012,RYUJI IMADA,Ryuji Imada,#N/A
Round 1,770,T142,79,7,7,26287,2012,ROLAND THATCH,Roland Thatcher,#N/A
Round 2,770,T139,79,7,14,26287,2012,ROLAND THATCH,Roland Thatcher,#N/A
Round 1,770,T150,82,10,10,1388,2012,ROBERT GAMEZ,Robert Gamez,#N/A
Round 2,770,T143,77,5,15,1388,2012,ROBERT GAMEZ,Robert Gamez,#N/A
Round 1,770,T137,78,6,6,25632,2012,JIMMY WALKER,Jimmy Walker,#N/A
Round 2,770,T143,81,9,15,25632,2012,JIMMY WALKER,Jimmy Walker,#N/A
Round 1,770,T150,82,10,10,2214,2012,KIRK TRIPLE,Kirk Triplett,#N/A
Round 2,770,145,78,6,16,2214,2012,KIRK TRIPLE,Kirk Triplett,#N/A
Round 1,770,149,80,8,8,30750,2012,TOMMY GAINEY,Tommy Gainey,#N/A
Round 2,770,T146,84,12,20,30750,2012,TOMMY GAINEY,Tommy Gainey,#N/A
Round 1,770,T142,79,7,7,6787,2012,PAUL NORRIS,Paul Norris,#N/A
Round 2,770,T146,85,13,20,6787,2012,PAUL NORRIS,Paul Norris,#N/A
Round 1,770,T31,71,-1,-1,28500,2013,MARTIN FLORES,Martin Flores,4700
Round 3,770,T19,71,-1,-1,22371,2013,AARON BADDEL,Aaron Baddeley,5000
Round 1,770,T105,76,4,4,22582,2012,KYLE THOMPS,Kyle Thompson,#N/A
Round 1,770,T119,77,5,5,35139,2012,RICHAR LEE,Richard Lee,#N/A
Round 3,770,T19,71,-1,-1,23108,2013,MATT KUCHAR,Matt Kuchar,10300
Round 4,770,T24,74,2,E,28500,2012,MARTIN FLORES,Martin Flores,4700
Round 2,770,T37,71,-1,-1,10860,2013,JUSTIN LEONAR,Justin Leonard,3800
Round 4,770,T36,74,2,2,23638,2014,BRENDO DE JON,Brendon de Jonge,6500
Round 4,770,T46,75,3,4,33419,2014,CAMERO TRINGA,Cameron Tringale,6500
Round 2,770,T63,71,-1,1,27933,2013,JOHN MERRIC,John Merrick,3900
Round 1,770,T45,72,E,E,28237,2013,RORY MCILRO,Rory McIlroy,#N/A
Round 2,770,T5,67,-5,-5,28237,2013,RORY MCILRO,Rory McIlroy,#N/A
Round 3,770,T4,71,-1,-6,28237,2013,RORY MCILRO,Rory McIlroy,#N/A
Round 4,770,2,66,-6,-12,28237,2013,RORY MCILRO,Rory McIlroy,#N/A
Round 2,770,T63,71,-1,1,25240,2013,D.A. POINTS,D.A. Points,3800
Round 4,770,T53,71,-1,2,20157,2013,RETIEF GOOSEN,Retief Goosen,6500
Round 1,770,T31,71,-1,-1,28780,2013,NICK THOMPS,Nicholas Thompson,4000
Round 3,770,T19,71,-1,-1,28780,2013,NICK THOMPS,Nicholas Thompson,4000
Round 1,770,T31,71,-1,-1,32334,2013,CHARLI BELJAN,Charlie Beljan,4300
Round 3,770,T30,71,-1,E,32334,2013,CHARLI BELJAN,Charlie Beljan,4300
Round 4,770,T15,68,-4,-4,32366,2013,KEVIN CHAPPE,Kevin Chappell,6300
Round 1,770,T31,71,-1,-1,31323,2013,GARY WOODLA,Gary Woodland,9200
Round 1,770,T3,68,-4,-4,29420,2013,BILLY HORSCH,Billy Horschel,#N/A
Round 2,770,1,68,-4,-8,29420,2013,BILLY HORSCH,Billy Horschel,#N/A
Round 3,770,1,70,-2,-10,29420,2013,BILLY HORSCH,Billy Horschel,#N/A
Round 4,770,T3,71,-1,-11,29420,2013,BILLY HORSCH,Billy Horschel,#N/A
Round 2,770,T83,71,-1,2,12510,2013,CHAD CAMPBE,Chad Campbell,4100
Round 1,770,T31,71,-1,-1,20572,2013,ROD PAMPLI,Rod Pampling,3700
Round 2,770,T83,71,-1,2,26476,2013,CHEZ REAVIE,Chez Reavie,3300
Round 1,770,T31,71,-1,-1,34046,2013,JORDAN SPIETH,Jordan Spieth,12200
Round 2,770,T107,71,-1,4,25444,2013,JUSTIN HICKS,Justin Hicks,3400
Round 2,770,T107,71,-1,4,34409,2013,DAVID LINGME,David Lingmerth,5200
Round 4,770,T15,70,-2,-4,30944,2013,JASON KOKRAK,Jason Kokrak,6200
Round 4,770,T29,73,1,1,25834,2012,DANIEL SUMMER,Daniel Summerhays,6000
Round 1,770,T45,72,E,E,1320,2013,BOB ESTES,Bob Estes,#N/A
Round 2,770,T15,69,-3,-3,1320,2013,BOB ESTES,Bob Estes,#N/A
Round 3,770,T4,69,-3,-6,1320,2013,BOB ESTES,Bob Estes,#N/A
Round 4,770,T7,70,-2,-8,1320,2013,BOB ESTES,Bob Estes,#N/A
Round 1,770,T32,71,-1,-1,8075,2014,JERRY KELLY,Jerry Kelly,5500
Round 2,770,T16,71,-1,-2,8075,2014,JERRY KELLY,Jerry Kelly,5500
Round 4,770,T31,70,-2,1,30944,2014,JASON KOKRAK,Jason Kokrak,6200
Round 1,770,T32,71,-1,-1,30927,2014,BRENDO TODD,Brendon Todd,8100
Round 4,770,T2,71,-1,-7,25834,2014,DANIEL SUMMER,Daniel Summerhays,6000
Round 1,770,T32,71,-1,-1,28500,2014,MARTIN FLORES,Martin Flores,4700
Round 2,770,T16,71,-1,-2,28500,2014,MARTIN FLORES,Martin Flores,4700
Round 3,770,T21,71,-1,-2,25345,2014,CARL PETTER,Carl Pettersson,5300
Round 3,770,T30,71,-1,E,32150,2014,MICHAE THOMPS,Michael Thompson,5400
Round 4,770,T7,69,-3,-8,25834,2013,DANIEL SUMMER,Daniel Summerhays,6000
Round 1,770,T32,71,-1,-1,25720,2014,CHAD COLLIN,Chad Collins,4900
Round 3,770,T24,71,-1,-1,33122,2014,RUSSEL KNOX,Russell Knox,7900
Round 1,770,T109,76,4,4,23481,2013,MARCEL SIEM,Marcel Siem,#N/A
Round 2,770,T37,67,-5,-1,23481,2013,MARCEL SIEM,Marcel Siem,#N/A
Round 3,770,T12,69,-3,-4,23481,2013,MARCEL SIEM,Marcel Siem,#N/A
Round 4,770,T10,69,-3,-7,23481,2013,MARCEL SIEM,Marcel Siem,#N/A
Round 1,770,T76,74,2,2,35139,2013,RICHAR LEE,Richard Lee,#N/A
Round 2,770,T48,70,-2,E,35139,2013,RICHAR LEE,Richard Lee,#N/A
Round 3,770,T14,69,-3,-3,35139,2013,RICHAR LEE,Richard Lee,#N/A
Round 4,770,13,69,-3,-6,35139,2013,RICHAR LEE,Richard Lee,#N/A
Round 1,770,T45,72,E,E,21099,2013,DAVID LYNN,David Lynn,#N/A
Round 2,770,T29,70,-2,-2,21099,2013,DAVID LYNN,David Lynn,#N/A
Round 3,770,T14,71,-1,-3,21099,2013,DAVID LYNN,David Lynn,#N/A
Round 4,770,14,70,-2,-5,21099,2013,DAVID LYNN,David Lynn,#N/A
Round 3,770,T14,71,-1,-3,23623,2014,BO VAN PE,Bo Van Pelt,4800
Round 3,770,T21,71,-1,-2,29535,2014,BRICE GARNET,Brice Garnett,3300
Round 2,770,T9,71,-1,-3,22378,2014,TREVOR IMMELM,Trevor Immelman,3200
Round 1,770,T32,71,-1,-1,30944,2014,JASON KOKRAK,Jason Kokrak,6200
Round 2,770,T16,71,-1,-2,30944,2014,JASON KOKRAK,Jason Kokrak,6200
Round 3,770,T30,71,-1,E,10860,2014,JUSTIN LEONAR,Justin Leonard,3800
Round 2,770,T25,71,-1,-1,31202,2014,WILLIA MCGIRT,William McGirt,6600
Round 3,770,T30,71,-1,E,23638,2014,BRENDO DE JON,Brendon de Jonge,6500
Round 1,770,T17,70,-2,-2,21731,2013,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 2,770,T48,74,2,E,21731,2013,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 3,770,T19,71,-1,-1,21731,2013,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 4,770,T15,69,-3,-4,21731,2013,FREDDI JACOBS,Freddie Jacobson,#N/A
Round 2,770,T25,71,-1,-1,28486,2014,MICHAE PUTNAM,Michael Putnam,5000
Round 1,770,T32,71,-1,-1,21753,2014,BRIAN DAVIS,Brian Davis,3800
Round 1,770,T32,71,-1,-1,25562,2014,ANDRES ROMERO,Andres Romero,3800
Round 1,770,T32,71,-1,-1,33419,2014,CAMERO TRINGA,Cameron Tringale,6500
Round 1,770,T17,70,-2,-2,33204,2013,SHANE LOWRY,Shane Lowry,#N/A
Round 2,770,T29,72,E,-2,33204,2013,SHANE LOWRY,Shane Lowry,#N/A
Round 3,770,T17,72,E,-2,33204,2013,SHANE LOWRY,Shane Lowry,#N/A
Round 4,770,T15,70,-2,-4,33204,2013,SHANE LOWRY,Shane Lowry,#N/A
Round 1,770,T31,71,-1,-1,23320,2013,RYAN PALMER,Ryan Palmer,#N/A
Round 2,770,T29,71,-1,-2,23320,2013,RYAN PALMER,Ryan Palmer,#N/A
Round 3,770,T4,68,-4,-6,23320,2013,RYAN PALMER,Ryan Palmer,#N/A
Round 4,770,T15,74,2,-4,23320,2013,RYAN PALMER,Ryan Palmer,#N/A
Round 1,770,T17,70,-2,-2,23788,2013,D.J. TRAHAN,D.J. Trahan,#N/A
Round 2,770,T15,71,-1,-3,23788,2013,D.J. TRAHAN,D.J. Trahan,#N/A
Round 3,770,T12,71,-1,-4,23788,2013,D.J. TRAHAN,D.J. Trahan,#N/A
Round 4,770,T15,72,E,-4,23788,2013,D.J. TRAHAN,D.J. Trahan,#N/A
Round 3,770,T14,71,-1,-3,34563,2014,CHESSO HADLEY,Chesson Hadley,5700
Round 2,770,T9,71,-1,-3,22371,2014,AARON BADDEL,Aaron Baddeley,5000
Round 1,770,T32,71,-1,-1,30946,2014,ALEX PRUGH,Alex Prugh,5700
Round 1,770,T32,71,-1,-1,24494,2014,ERIK COMPTO,Erik Compton,4700
Round 1,770,T96,75,3,3,6251,2013,CHRIS DIMARC,Chris DiMarco,#N/A
Round 2,770,T48,69,-3,E,6251,2013,CHRIS DIMARC,Chris DiMarco,#N/A
Round 3,770,T39,73,1,1,6251,2013,CHRIS DIMARC,Chris DiMarco,#N/A
Round 4,770,T22,68,-4,-3,6251,2013,CHRIS DIMARC,Chris DiMarco,#N/A
Round 1,770,T17,70,-2,-2,22792,2013,PETER HANSON,Peter Hanson,#N/A
Round 2,770,T15,71,-1,-3,22792,2013,PETER HANSON,Peter Hanson,#N/A
Round 3,770,T60,78,6,3,22792,2013,PETER HANSON,Peter Hanson,#N/A
Round 4,770,T22,66,-6,-3,22792,2013,PETER HANSON,Peter Hanson,#N/A
Round 1,770,T35,72,E,E,26596,2012,RYAN MOORE,Ryan Moore,9400
Round 2,770,T25,72,E,E,26596,2012,RYAN MOORE,Ryan Moore,9400
Round 1,770,T35,72,E,E,33419,2012,CAMERO TRINGA,Cameron Tringale,6500
Round 1,770,T35,72,E,E,12716,2012,CHARLE HOFFMA,Charley Hoffman,7300
Round 1,770,T35,72,E,E,27644,2012,BRIAN HARMAN,Brian Harman,7000
Round 1,770,T35,72,E,E,8075,2012,JERRY KELLY,Jerry Kelly,5500
Round 4,770,71,73,1,5,34261,2013,SCOTT LANGLE,Scott Langley,5900
Round 4,770,T53,72,E,2,30692,2013,SCOTT STALLI,Scott Stallings,5900
Round 1,770,T35,72,E,E,33122,2012,RUSSEL KNOX,Russell Knox,7900
Round 1,770,T35,72,E,E,24912,2012,WILL MACKEN,Will MacKenzie,7400
Round 3,770,T28,72,E,1,34046,2012,JORDAN SPIETH,Jordan Spieth,12200
Round 1,770,T35,72,E,E,34261,2012,SCOTT LANGLE,Scott Langley,5900
Round 1,770,T45,72,E,E,26331,2013,CHARL SCHWAR,Charl Schwartzel,#N/A
Round 2,770,T63,73,1,1,26331,2013,CHARL SCHWAR,Charl Schwartzel,#N/A
Round 3,770,T19,70,-2,-1,26331,2013,CHARL SCHWAR,Charl Schwartzel,#N/A
Round 4,770,T22,70,-2,-3,26331,2013,CHARL SCHWAR,Charl Schwartzel,#N/A
Round 4,770,T7,69,-3,-8,28475,2013,JEFF OVERTO,Jeff Overton,5900
Round 1,770,T35,72,E,E,23638,2012,BRENDO DE JON,Brendon de Jonge,6500
Round 1,770,T35,72,E,E,7867,2012,WOODY AUSTIN,Woody Austin,2800
Round 1,770,T35,72,E,E,32366,2012,KEVIN CHAPPE,Kevin Chappell,6300
Round 1,770,T58,73,1,1,27060,2013,JOHN MALLIN,John Mallinger,#N/A
Round 2,770,T63,72,E,1,27060,2013,JOHN MALLIN,John Mallinger,#N/A
Round 3,770,T19,70,-2,-1,27060,2013,JOHN MALLIN,John Mallinger,#N/A
Round 4,770,T29,71,-1,-2,27060,2013,JOHN MALLIN,John Mallinger,#N/A
Round 1,770,T58,73,1,1,31627,2013,TODD BAEK,Todd Baek,#N/A
Round 2,770,T63,72,E,1,31627,2013,TODD BAEK,Todd Baek,#N/A
Round 3,770,T39,72,E,1,31627,2013,TODD BAEK,Todd Baek,#N/A
Round 4,770,T31,70,-2,-1,31627,2013,TODD BAEK,Todd Baek,#N/A
Round 1,770,T31,71,-1,-1,34021,2013,BUD CAULEY,Bud Cauley,#N/A
