"","rndNum","courseNum","rndPos","rndScr","relParScr","cumParScr","playerName","year","name"
"2285","Round 1","014","T64","75","3","+3","30110",2012,"KYLE STANLE"
"2286","Round 2","014","T66","76","4","+7","30110",2012,"KYLE STANLE"
"2287","Round 1","014","T83","77","5","+5","02256",2012,"TOM WATSON"
"2288","Round 2","014","T66","74","2","+7","02256",2012,"TOM WATSON"
"2289","Round 1","014","T29","72","E","E","10423",2012,"MIKE WEIR"
"2290","Round 2","014","T66","79","7","+7","10423",2012,"MIKE WEIR"
"2291","Round 1","014","T83","77","5","+5","24358",2012,"ROBERT GARRIG"
"2292","Round 2","014","T73","75","3","+8","24358",2012,"ROBERT GARRIG"
"2293","Round 1","014","T29","72","E","E","01666",2012,"BERNHA LANGER"
"2294","Round 2","014","T73","80","8","+8","01666",2012,"BERNHA LANGER"
"2295","Round 1","014","T64","75","3","+3","23320",2012,"RYAN PALMER"
"2296","Round 2","014","T73","77","5","+8","23320",2012,"RYAN PALMER"
"2297","Round 1","014","T29","72","E","E","23621",2012,"RORY SABBAT"
"2298","Round 2","014","T73","80","8","+8","23621",2012,"RORY SABBAT"
"2299","Round 1","014","T83","77","5","+5","24357",2012,"K.J. CHOI"
"2300","Round 2","014","T77","76","4","+9","24357",2012,"K.J. CHOI"
"2301","Round 1","014","T73","76","4","+4","30852",2012,"RYO ISHIKA"
"2302","Round 2","014","T77","77","5","+9","30852",2012,"RYO ISHIKA"
"2303","Round 1","014","T83","77","5","+5","33927",2012,"BRYDEN MACPHE"
"2304","Round 2","014","T77","76","4","+9","33927",2012,"BRYDEN MACPHE"
"2305","Round 1","014","T91","79","7","+7","26476",2012,"CHEZ REAVIE"
"2306","Round 2","014","T77","74","2","+9","26476",2012,"CHEZ REAVIE"
"2307","Round 1","014","T91","79","7","+7","26951",2012,"JOHNSO WAGNER"
"2308","Round 2","014","T77","74","2","+9","26951",2012,"JOHNSO WAGNER"
"2309","Round 1","014","T45","73","1","+1","23135",2012,"TIM CLARK"
"2310","Round 2","014","T82","81","9","+10","23135",2012,"TIM CLARK"
"2311","Round 1","014","T45","73","1","+1","19825",2012,"DARREN CLARKE"
"2312","Round 2","014","T82","81","9","+10","19825",2012,"DARREN CLARKE"
"2313","Round 1","014","T64","75","3","+3","25900",2012,"LUCAS GLOVER"
"2314","Round 2","014","T82","79","7","+10","25900",2012,"LUCAS GLOVER"
"2315","Round 1","014","T73","76","4","+4","21878",2012,"MARK WILSON"
"2316","Round 2","014","T82","78","6","+10","21878",2012,"MARK WILSON"
"2317","Round 1","014","T83","77","5","+5","02300",2012,"IAN WOOSNA"
"2318","Round 2","014","T82","77","5","+10","02300",2012,"IAN WOOSNA"
"2319","Round 1","014","T88","78","6","+6","24512",2012,"SIMON DYSON"
"2320","Round 2","014","T87","77","5","+11","24512",2012,"SIMON DYSON"
"2321","Round 1","014","T55","74","2","+2","36332",2012,"CORBIN MILLS"
"2322","Round 2","014","T87","81","9","+11","36332",2012,"CORBIN MILLS"
"2323","Round 1","014","T88","78","6","+6","27072",2012,"ALVARO QUIROS"
"2324","Round 2","014","T87","77","5","+11","27072",2012,"ALVARO QUIROS"
"2325","Round 1","014","T73","76","4","+4","29518",2012,"BRENDA STEELE"
"2326","Round 2","014","90","80","8","+12","29518",2012,"BRENDA STEELE"
"2327","Round 1","014","T73","76","4","+4","01235",2012,"BEN CRENSH"
"2328","Round 2","014","T91","83","11","+15","01235",2012,"BEN CRENSH"
"2329","Round 1","014","T93","81","9","+9","33536",2012,"RANDAL LEWIS"
"2330","Round 2","014","T91","78","6","+15","33536",2012,"RANDAL LEWIS"
"2331","Round 1","014","T93","81","9","+9","02133",2012,"CRAIG STADLE"
"2332","Round 2","014","93","82","10","+19","02133",2012,"CRAIG STADLE"
"2333","Round 1","014","95","86","14","+14","01717",2012,"SANDY LYLE"
"2334","Round 2","014","94","78","6","+20","01717",2012,"SANDY LYLE"
"2335","Round 1","014","T73","76","4","+4","28089",2012,"JASON DAY"
"2336","Round 1","014","T10","69","-3","-3","24502",2013,"ADAM SCOTT"
"2337","Round 2","014","T7","72","E","-3","24502",2013,"ADAM SCOTT"
"2338","Round 3","014","3","69","-3","-6","24502",2013,"ADAM SCOTT"
"2339","Round 4","014","T1","69","-3","-9","24502",2013,"ADAM SCOTT"
"2340","Round 1","014","T23","71","-1","-1","20848",2013,"ANGEL CABRER"
"2341","Round 2","014","T4","69","-3","-4","20848",2013,"ANGEL CABRER"
"2342","Round 3","014","T1","69","-3","-7","20848",2013,"ANGEL CABRER"
"2343","Round 4","014","T2","70","-2","-9","20848",2013,"ANGEL CABRER"
"2344","Round 1","014","T13","70","-2","-2","28089",2013,"JASON DAY"
"2345","Round 2","014","1","68","-4","-6","28089",2013,"JASON DAY"
"2346","Round 3","014","T4","73","1","-5","28089",2013,"JASON DAY"
"2347","Round 4","014","3","70","-2","-7","28089",2013,"JASON DAY"
"2348","Round 1","014","T1","66","-6","-6","26851",2013,"MARC LEISHM"
"2349","Round 2","014","T2","73","1","-5","26851",2013,"MARC LEISHM"
"2350","Round 3","014","T4","72","E","-5","26851",2013,"MARC LEISHM"
"2351","Round 4","014","T4","72","E","-5","26851",2013,"MARC LEISHM"
"2352","Round 1","014","T13","70","-2","-2","08793",2013,"TIGER WOODS"
"2353","Round 2","014","T19","73","1","-1","08793",2013,"TIGER WOODS"
"2354","Round 3","014","T7","70","-2","-3","08793",2013,"TIGER WOODS"
"2355","Round 4","014","T4","70","-2","-5","08793",2013,"TIGER WOODS"
"2356","Round 1","014","T82","78","6","+6","33968",2013,"THORBJ OLESEN"
"2357","Round 2","014","T55","70","-2","+4","33968",2013,"THORBJ OLESEN"
"2358","Round 3","014","T18","68","-4","E","33968",2013,"THORBJ OLESEN"
"2359","Round 4","014","T6","68","-4","-4","33968",2013,"THORBJ OLESEN"
"2360","Round 1","014","T13","70","-2","-2","27649",2013,"BRANDT SNEDEK"
"2361","Round 2","014","T4","70","-2","-4","27649",2013,"BRANDT SNEDEK"
"2362","Round 3","014","T1","69","-3","-7","27649",2013,"BRANDT SNEDEK"
"2363","Round 4","014","T6","75","3","-4","27649",2013,"BRANDT SNEDEK"
"2364","Round 1","014","T1","66","-6","-6","21209",2013,"SERGIO GARCIA"
"2365","Round 2","014","T13","76","4","-2","21209",2013,"SERGIO GARCIA"
"2366","Round 3","014","T14","73","1","-1","21209",2013,"SERGIO GARCIA"
"2367","Round 4","014","T8","70","-2","-3","21209",2013,"SERGIO GARCIA"
"2368","Round 1","014","T4","68","-4","-4","23108",2013,"MATT KUCHAR"
"2369","Round 2","014","T19","75","3","-1","23108",2013,"MATT KUCHAR"
"2370","Round 3","014","6","69","-3","-4","23108",2013,"MATT KUCHAR"
"2371","Round 4","014","T8","73","1","-3","23108",2013,"MATT KUCHAR"
"2372","Round 1","014","T13","70","-2","-2","20396",2013,"LEE WESTWO"
"2373","Round 2","014","T7","71","-1","-3","20396",2013,"LEE WESTWO"
"2374","Round 3","014","T9","73","1","-2","20396",2013,"LEE WESTWO"
"2375","Round 4","014","T8","71","-1","-3","20396",2013,"LEE WESTWO"
"2376","Round 1","014","T13","70","-2","-2","23135",2013,"TIM CLARK"
"2377","Round 2","014","T37","76","4","+2","23135",2013,"TIM CLARK"
"2378","Round 3","014","T7","67","-5","-3","23135",2013,"TIM CLARK"
"2379","Round 4","014","T11","73","1","-2","23135",2013,"TIM CLARK"
"2380","Round 1","014","T13","70","-2","-2","34174",2013,"JOHN HUH"
"2381","Round 2","014","T48","77","5","+3","34174",2013,"JOHN HUH"
"2382","Round 3","014","T28","71","-1","+2","34174",2013,"JOHN HUH"
"2383","Round 4","014","T11","68","-4","-2","34174",2013,"JOHN HUH"
"2384","Round 1","014","T4","68","-4","-4","01226",2013,"FRED COUPLE"
"2385","Round 2","014","T2","71","-1","-5","01226",2013,"FRED COUPLE"
"2386","Round 3","014","T18","77","5","E","01226",2013,"FRED COUPLE"
"2387","Round 4","014","T13","71","-1","-1","01226",2013,"FRED COUPLE"
"2388","Round 1","014","T23","71","-1","-1","06522",2013,"ERNIE ELS"
"2389","Round 2","014","T31","74","2","+1","06522",2013,"ERNIE ELS"
"2390","Round 3","014","T28","73","1","+2","06522",2013,"ERNIE ELS"
"2391","Round 4","014","T13","69","-3","-1","06522",2013,"ERNIE ELS"
"2392","Round 1","014","3","67","-5","-5","30925",2013,"DUSTIN JOHNSO"
"2393","Round 2","014","T19","76","4","-1","30925",2013,"DUSTIN JOHNSO"
"2394","Round 3","014","T23","74","2","+1","30925",2013,"DUSTIN JOHNSO"
"2395","Round 4","014","T13","70","-2","-1","30925",2013,"DUSTIN JOHNSO"
"2396","Round 1","014","T13","70","-2","-2","02206",2013,"DAVID TOMS"
"2397","Round 2","014","T27","74","2","E","02206",2013,"DAVID TOMS"
"2398","Round 3","014","T38","76","4","+4","02206",2013,"DAVID TOMS"
"2399","Round 4","014","T13","67","-5","-1","02206",2013,"DAVID TOMS"
"2400","Round 1","014","T82","78","6","+6","27095",2013,"NICK WATNEY"
"2401","Round 2","014","T48","69","-3","+3","27095",2013,"NICK WATNEY"
"2402","Round 3","014","T14","68","-4","-1","27095",2013,"NICK WATNEY"
"2403","Round 4","014","T13","72","E","-1","27095",2013,"NICK WATNEY"
"2404","Round 1","014","T82","78","6","+6","29974",2013,"BRANDE GRACE"
"2405","Round 2","014","T55","70","-2","+4","29974",2013,"BRANDE GRACE"
"2406","Round 3","014","T33","71","-1","+3","29974",2013,"BRANDE GRACE"
"2407","Round 4","014","T18","69","-3","E","29974",2013,"BRANDE GRACE"
"2408","Round 1","014","T64","75","3","+3","21528",2013,"HENRIK STENSO"
"2409","Round 2","014","T37","71","-1","+2","21528",2013,"HENRIK STENSO"
"2410","Round 3","014","T33","73","1","+3","21528",2013,"HENRIK STENSO"
"2411","Round 4","014","T18","69","-3","E","21528",2013,"HENRIK STENSO"
"2412","Round 1","014","T34","72","E","E","25686",2013,"JASON DUFNER"
"2413","Round 2","014","T7","69","-3","-3","25686",2013,"JASON DUFNER"
"2414","Round 3","014","T18","75","3","E","25686",2013,"JASON DUFNER"
"2415","Round 4","014","T20","73","1","+1","25686",2013,"JASON DUFNER"
"2416","Round 1","014","T4","68","-4","-4","25191",2013,"GONZAL FDEZ-C"
"2417","Round 2","014","T13","74","2","-2","25191",2013,"GONZAL FDEZ-C"
"2418","Round 3","014","T14","73","1","-1","25191",2013,"GONZAL FDEZ-C"
"2419","Round 4","014","T20","74","2","+1","25191",2013,"GONZAL FDEZ-C"
"2420","Round 1","014","T23","71","-1","-1","24924",2013,"BILL HAAS"
"2421","Round 2","014","T19","72","E","-1","24924",2013,"BILL HAAS"
"2422","Round 3","014","T23","74","2","+1","24924",2013,"BILL HAAS"
"2423","Round 4","014","T20","72","E","+1","24924",2013,"BILL HAAS"
"2424","Round 1","014","T46","73","1","+1","06527",2013,"STEVE STRICK"
"2425","Round 2","014","T19","70","-2","-1","06527",2013,"STEVE STRICK"
"2426","Round 3","014","T9","71","-1","-2","06527",2013,"STEVE STRICK"
"2427","Round 4","014","T20","75","3","+1","06527",2013,"STEVE STRICK"
"2428","Round 1","014","T23","71","-1","-1","23623",2013,"BO VAN PE"
"2429","Round 2","014","T31","74","2","+1","23623",2013,"BO VAN PE"
"2430","Round 3","014","T14","70","-2","-1","23623",2013,"BO VAN PE"
"2431","Round 4","014","T20","74","2","+1","23623",2013,"BO VAN PE"
"2432","Round 1","014","T64","75","3","+3","20229",2013,"STEWAR CINK"
"2433","Round 2","014","T37","71","-1","+2","20229",2013,"STEWAR CINK"
"2434","Round 3","014","T33","73","1","+3","20229",2013,"STEWAR CINK"
"2435","Round 4","014","T25","71","-1","+2","20229",2013,"STEWAR CINK"
"2436","Round 1","014","T23","71","-1","-1","23983",2013,"LUKE DONALD"
"2437","Round 2","014","T19","72","E","-1","23983",2013,"LUKE DONALD"
"2438","Round 3","014","T28","75","3","+2","23983",2013,"LUKE DONALD"
"2439","Round 4","014","T25","72","E","+2","23983",2013,"LUKE DONALD"
"2440","Round 1","014","T10","69","-3","-3","10809",2013,"JIM FURYK"
"2441","Round 2","014","T4","71","-1","-4","10809",2013,"JIM FURYK"
"2442","Round 3","014","T9","74","2","-2","10809",2013,"JIM FURYK"
"2443","Round 4","014","T25","76","4","+2","10809",2013,"JIM FURYK"
"2444","Round 1","014","T34","72","E","E","21731",2013,"FREDDI JACOBS"
"2445","Round 2","014","T31","73","1","+1","21731",2013,"FREDDI JACOBS"
"2446","Round 3","014","T23","72","E","+1","21731",2013,"FREDDI JACOBS"
"2447","Round 4","014","T25","73","1","+2","21731",2013,"FREDDI JACOBS"
"2448","Round 1","014","T23","71","-1","-1","01666",2013,"BERNHA LANGER"
"2449","Round 2","014","T13","71","-1","-2","01666",2013,"BERNHA LANGER"
"2450","Round 3","014","T9","72","E","-2","01666",2013,"BERNHA LANGER"
"2451","Round 4","014","T25","76","4","+2","01666",2013,"BERNHA LANGER"
"2452","Round 1","014","T34","72","E","E","28237",2013,"RORY MCILRO"
"2453","Round 2","014","T13","70","-2","-2","28237",2013,"RORY MCILRO"
"2454","Round 3","014","T44","79","7","+5","28237",2013,"RORY MCILRO"
"2455","Round 4","014","T25","69","-3","+2","28237",2013,"RORY MCILRO"
"2456","Round 1","014","T13","70","-2","-2","22405",2013,"JUSTIN ROSE"
"2457","Round 2","014","T7","71","-1","-3","22405",2013,"JUSTIN ROSE"
"2458","Round 3","014","T18","75","3","E","22405",2013,"JUSTIN ROSE"
"2459","Round 4","014","T25","74","2","+2","22405",2013,"JUSTIN ROSE"
"2460","Round 1","014","T23","71","-1","-1","26331",2013,"CHARL SCHWAR"
"2461","Round 2","014","T13","71","-1","-2","26331",2013,"CHARL SCHWAR"
"2462","Round 3","014","T23","75","3","+1","26331",2013,"CHARL SCHWAR"
"2463","Round 4","014","T25","73","1","+2","26331",2013,"CHARL SCHWAR"
"2464","Round 1","014","T46","73","1","+1","24459",2013,"RICHAR STERNE"
"2465","Round 2","014","T31","72","E","+1","24459",2013,"RICHAR STERNE"
"2466","Round 3","014","T38","75","3","+4","24459",2013,"RICHAR STERNE"
"2467","Round 4","014","T25","70","-2","+2","24459",2013,"RICHAR STERNE"
"2468","Round 1","014","T46","73","1","+1","32150",2013,"MICHAE THOMPS"
"2469","Round 2","014","T27","71","-1","E","32150",2013,"MICHAE THOMPS"
"2470","Round 3","014","T53","79","7","+7","32150",2013,"MICHAE THOMPS"
"2471","Round 4","014","T25","67","-5","+2","32150",2013,"MICHAE THOMPS"
"2472","Round 1","014","T10","69","-3","-3","24024",2013,"ZACH JOHNSO"
"2473","Round 2","014","T31","76","4","+1","24024",2013,"ZACH JOHNSO"
"2474","Round 3","014","T18","71","-1","E","24024",2013,"ZACH JOHNSO"
"2475","Round 4","014","T35","75","3","+3","24024",2013,"ZACH JOHNSO"
"2476","Round 1","014","T34","72","E","E","27408",2013,"MARTIN KAYMER"
"2477","Round 2","014","T48","75","3","+3","27408",2013,"MARTIN KAYMER"
"2478","Round 3","014","T44","74","2","+5","27408",2013,"MARTIN KAYMER"
"2479","Round 4","014","T35","70","-2","+3","27408",2013,"MARTIN KAYMER"
"2480","Round 1","014","T34","72","E","E","20645",2013,"JOHN SENDEN"
"2481","Round 2","014","T13","70","-2","-2","20645",2013,"JOHN SENDEN"
"2482","Round 3","014","T23","75","3","+1","20645",2013,"JOHN SENDEN"
"2483","Round 4","014","T35","74","2","+3","20645",2013,"JOHN SENDEN"
"2484","Round 1","014","T4","68","-4","-4","32102",2013,"RICKIE FOWLER"
"2485","Round 2","014","T27","76","4","E","32102",2013,"RICKIE FOWLER"
"2486","Round 3","014","T9","70","-2","-2","32102",2013,"RICKIE FOWLER"
"2487","Round 4","014","T38","78","6","+4","32102",2013,"RICKIE FOWLER"
"2488","Round 1","014","T70","76","4","+4","24358",2013,"ROBERT GARRIG"
"2489","Round 2","014","T48","71","-1","+3","24358",2013,"ROBERT GARRIG"
"2490","Round 3","014","T33","72","E","+3","24358",2013,"ROBERT GARRIG"
"2491","Round 4","014","T38","73","1","+4","24358",2013,"ROBERT GARRIG"
"2492","Round 1","014","T34","72","E","E","19846",2013,"BRIAN GAY"
"2493","Round 2","014","T37","74","2","+2","19846",2013,"BRIAN GAY"
"2494","Round 3","014","T38","74","2","+4","19846",2013,"BRIAN GAY"
"2495","Round 4","014","T38","72","E","+4","19846",2013,"BRIAN GAY"
"2496","Round 1","014","T23","71","-1","-1","30852",2013,"RYO ISHIKA"
"2497","Round 2","014","T55","77","5","+4","30852",2013,"RYO ISHIKA"
"2498","Round 3","014","T56","76","4","+8","30852",2013,"RYO ISHIKA"
"2499","Round 4","014","T38","68","-4","+4","30852",2013,"RYO ISHIKA"
"2500","Round 1","014","T70","76","4","+4","19904",2013,"PAUL LAWRIE"
"2501","Round 2","014","T37","70","-2","+2","19904",2013,"PAUL LAWRIE"
"2502","Round 3","014","T44","75","3","+5","19904",2013,"PAUL LAWRIE"
"2503","Round 4","014","T38","71","-1","+4","19904",2013,"PAUL LAWRIE"
"2504","Round 1","014","T23","71","-1","-1","26596",2013,"RYAN MOORE"
"2505","Round 2","014","T19","72","E","-1","26596",2013,"RYAN MOORE"
"2506","Round 3","014","T56","81","9","+8","26596",2013,"RYAN MOORE"
"2507","Round 4","014","T38","68","-4","+4","26596",2013,"RYAN MOORE"
"2508","Round 1","014","T34","72","E","E","25240",2013,"D.A. POINTS"
"2509","Round 2","014","T48","75","3","+3","25240",2013,"D.A. POINTS"
"2510","Round 3","014","T33","72","E","+3","25240",2013,"D.A. POINTS"
"2511","Round 4","014","T38","73","1","+4","25240",2013,"D.A. POINTS"
"2512","Round 1","014","T34","72","E","E","06567",2013,"VIJAY SINGH"
"2513","Round 2","014","T37","74","2","+2","06567",2013,"VIJAY SINGH"
"2514","Round 3","014","T38","74","2","+4","06567",2013,"VIJAY SINGH"
"2515","Round 4","014","T38","72","E","+4","06567",2013,"VIJAY SINGH"
"2516","Round 1","014","T46","73","1","+1","10944",2013,"THOMAS BJORN"
"2517","Round 2","014","T37","73","1","+2","10944",2013,"THOMAS BJORN"
"2518","Round 3","014","T50","76","4","+6","10944",2013,"THOMAS BJORN"
"2519","Round 4","014","T46","71","-1","+5","10944",2013,"THOMAS BJORN"
"2520","Round 1","014","T13","70","-2","-2","24357",2013,"K.J. CHOI"
"2521","Round 2","014","T7","71","-1","-3","24357",2013,"K.J. CHOI"
"2522","Round 3","014","T28","77","5","+2","24357",2013,"K.J. CHOI"
"2523","Round 4","014","T46","75","3","+5","24357",2013,"K.J. CHOI"
"2524","Round 1","014","T4","68","-4","-4","21099",2013,"DAVID LYNN"
"2525","Round 2","014","T7","73","1","-3","21099",2013,"DAVID LYNN"
"2526","Round 3","014","T44","80","8","+5","21099",2013,"DAVID LYNN"
"2527","Round 4","014","T46","72","E","+5","21099",2013,"DAVID LYNN"
"2528","Round 1","014","T56","74","2","+2","25900",2013,"LUCAS GLOVER"
"2529","Round 2","014","T55","74","2","+4","25900",2013,"LUCAS GLOVER"
"2530","Round 3","014","T44","73","1","+5","25900",2013,"LUCAS GLOVER"
"2531","Round 4","014","49","73","1","+6","25900",2013,"LUCAS GLOVER"
"2532","Round 1","014","T34","72","E","E","22792",2013,"PETER HANSON"
"2533","Round 2","014","T48","75","3","+3","22792",2013,"PETER HANSON"
"2534","Round 3","014","T53","76","4","+7","22792",2013,"PETER HANSON"
"2535","Round 4","014","T50","72","E","+7","22792",2013,"PETER HANSON"
"2536","Round 1","014","T4","68","-4","-4","22378",2013,"TREVOR IMMELM"
"2537","Round 2","014","T19","75","3","-1","22378",2013,"TREVOR IMMELM"
"2538","Round 3","014","T44","78","6","+5","22378",2013,"TREVOR IMMELM"
"2539","Round 4","014","T50","74","2","+7","22378",2013,"TREVOR IMMELM"
"2540","Round 1","014","T56","74","2","+2","06373",2013,"JOSE M OLAZAB"
"2541","Round 2","014","T37","72","E","+2","06373",2013,"JOSE M OLAZAB"
"2542","Round 3","014","T38","74","2","+4","06373",2013,"JOSE M OLAZAB"
"2543","Round 4","014","T50","75","3","+7","06373",2013,"JOSE M OLAZAB"
"2544","Round 1","014","T64","75","3","+3","25804",2013,"BUBBA WATSON"
"2545","Round 2","014","T55","73","1","+4","25804",2013,"BUBBA WATSON"
"2546","Round 3","014","T28","70","-2","+2","25804",2013,"BUBBA WATSON"
"2547","Round 4","014","T50","77","5","+7","25804",2013,"BUBBA WATSON"
"2548","Round 1","014","T46","73","1","+1","33141",2013,"KEEGAN BRADLE"
"2549","Round 2","014","T37","73","1","+2","33141",2013,"KEEGAN BRADLE"
"2550","Round 3","014","61","82","10","+12","33141",2013,"KEEGAN BRADLE"
"2551","Round 4","014","T54","69","-3","+9","33141",2013,"KEEGAN BRADLE"
"2552","Round 1","014","T46","73","1","+1","01717",2013,"SANDY LYLE"
"2553","Round 2","014","T31","72","E","+1","01717",2013,"SANDY LYLE"
"2554","Round 3","014","60","81","9","+10","01717",2013,"SANDY LYLE"
"2555","Round 4","014","T54","71","-1","+9","01717",2013,"SANDY LYLE"
"2556","Round 1","014","T23","71","-1","-1","01810",2013,"PHIL MICKEL"
"2557","Round 2","014","T48","76","4","+3","01810",2013,"PHIL MICKEL"
"2558","Round 3","014","T56","77","5","+8","01810",2013,"PHIL MICKEL"
"2559","Round 4","014","T54","73","1","+9","01810",2013,"PHIL MICKEL"
"2560","Round 1","014","T64","75","3","+3","25818",2013,"SCOTT PIERCY"
"2561","Round 2","014","T27","69","-3","E","25818",2013,"SCOTT PIERCY"
"2562","Round 3","014","T50","78","6","+6","25818",2013,"SCOTT PIERCY"
"2563","Round 4","014","T54","75","3","+9","25818",2013,"SCOTT PIERCY"
"2564","Round 1","014","T46","73","1","+1","36471",2013,"GUAN TIAN L"
"2565","Round 2","014","T55","75","3","+4","36471",2013,"GUAN TIAN L"
"2566","Round 3","014","59","77","5","+9","36471",2013,"GUAN TIAN L"
"2567","Round 4","014","58","75","3","+12","36471",2013,"GUAN TIAN L"
"2568","Round 1","014","T13","70","-2","-2","25396",2013,"KEVIN NA"
"2569","Round 2","014","T37","76","4","+2","25396",2013,"KEVIN NA"
"2570","Round 3","014","T38","74","2","+4","25396",2013,"KEVIN NA"
"2571","Round 4","014","59","81","9","+13","25396",2013,"KEVIN NA"
"2572","Round 1","014","T23","71","-1","-1","35541",2013,"JOHN PETERS"
"2573","Round 2","014","T55","77","5","+4","35541",2013,"JOHN PETERS"
"2574","Round 3","014","T50","74","2","+6","35541",2013,"JOHN PETERS"
"2575","Round 4","014","60","80","8","+14","35541",2013,"JOHN PETERS"
"2576","Round 1","014","T70","76","4","+4","25345",2013,"CARL PETTER"
"2577","Round 2","014","T37","70","-2","+2","25345",2013,"CARL PETTER"
"2578","Round 3","014","T53","77","5","+7","25345",2013,"CARL PETTER"
"2579","Round 4","014","61","81","9","+16","25345",2013,"CARL PETTER"
"2580","Round 1","014","T64","75","3","+3","28937",2013,"GEORGE COETZE"
"2581","Round 2","014","T62","74","2","+5","28937",2013,"GEORGE COETZE"
"2582","Round 1","014","T56","74","2","+2","25369",2013,"JAMIE DONALD"
"2583","Round 2","014","T62","75","3","+5","25369",2013,"JAMIE DONALD"
"2584","Round 1","014","T70","76","4","+4","27936",2013,"MARTIN LAIRD"
"2585","Round 2","014","T62","73","1","+5","27936",2013,"MARTIN LAIRD"
"2586","Round 1","014","T64","75","3","+3","33199",2013,"MATTEO MANASS"
"2587","Round 2","014","T62","74","2","+5","33199",2013,"MATTEO MANASS"
"2588","Round 1","014","T46","73","1","+1","25572",2013,"GRAEME MCDOWE"
"2589","Round 2","014","T62","76","4","+5","25572",2013,"GRAEME MCDOWE"
"2590","Round 1","014","T46","73","1","+1","01823",2013,"LARRY MIZE"
"2591","Round 2","014","T62","76","4","+5","01823",2013,"LARRY MIZE"
"2592","Round 1","014","T70","76","4","+4","27556",2013,"TED POTTER"
"2593","Round 2","014","T62","73","1","+5","27556",2013,"TED POTTER"
"2594","Round 1","014","T46","73","1","+1","29221",2013,"WEBB SIMPSO"
"2595","Round 2","014","T62","76","4","+5","29221",2013,"WEBB SIMPSO"
"2596","Round 1","014","T34","72","E","E","24663",2013,"Y.E. YANG"
"2597","Round 2","014","T62","77","5","+5","24663",2013,"Y.E. YANG"
"2598","Round 1","014","T56","74","2","+2","26329",2013,"LOUIS OOSTHU"
"2599","Round 2","014","71","76","4","+6","26329",2013,"LOUIS OOSTHU"
"2600","Round 1","014","T56","74","2","+2","23452",2013,"NICOLA COLSAE"
"2601","Round 2","014","T72","77","5","+7","23452",2013,"NICOLA COLSAE"
"2602","Round 1","014","T70","76","4","+4","22621",2013,"BEN CURTIS"
"2603","Round 2","014","T72","75","3","+7","22621",2013,"BEN CURTIS"
"2604","Round 1","014","T56","74","2","+2","27933",2013,"JOHN MERRIC"
"2605","Round 2","014","T72","77","5","+7","27933",2013,"JOHN MERRIC"
"2606","Round 1","014","T56","74","2","+2","01887",2013,"MARK O'MEAR"
"2607","Round 2","014","T72","77","5","+7","01887",2013,"MARK O'MEAR"
"2608","Round 1","014","T70","76","4","+4","24138",2013,"IAN POULTE"
"2609","Round 2","014","T72","75","3","+7","24138",2013,"IAN POULTE"
"2610","Round 1","014","T34","72","E","E","10423",2013,"MIKE WEIR"
"2611","Round 2","014","T72","79","7","+7","10423",2013,"MIKE WEIR"
"2612","Round 1","014","T80","77","5","+5","39480",2013,"T.J. VOGEL"
"2613","Round 2","014","T78","75","3","+8","39480",2013,"T.J. VOGEL"
"2614","Round 1","014","T82","78","6","+6","36444",2013,"MICHAE WEAVER"
"2615","Round 2","014","T78","74","2","+8","36444",2013,"MICHAE WEAVER"
"2616","Round 1","014","T87","79","7","+7","22110",2013,"THAWOR WIRATC"
"2617","Round 2","014","T78","73","1","+8","22110",2013,"THAWOR WIRATC"
"2618","Round 1","014","T82","78","6","+6","20766",2013,"PADRAI HARRIN"
"2619","Round 2","014","T81","75","3","+9","20766",2013,"PADRAI HARRIN"
"2620","Round 1","014","T34","72","E","E","34098",2013,"RUSSEL HENLEY"
"2621","Round 2","014","T81","81","9","+9","34098",2013,"RUSSEL HENLEY"
"2622","Round 1","014","T70","76","4","+4","27214",2013,"KEVIN STREEL"
"2623","Round 2","014","T81","77","5","+9","27214",2013,"KEVIN STREEL"
"2624","Round 1","014","T56","74","2","+2","25198",2013,"FRANCE MOLINA"
"2625","Round 2","014","T84","81","9","+11","25198",2013,"FRANCE MOLINA"
"2626","Round 1","014","T80","77","5","+5","27657",2013,"NATHAN SMITH"
"2627","Round 2","014","T84","78","6","+11","27657",2013,"NATHAN SMITH"
"2628","Round 1","014","T70","76","4","+4","38985",2013,"STEVEN FOX"
"2629","Round 2","014","T86","81","9","+13","38985",2013,"STEVEN FOX"
"2630","Round 1","014","T87","79","7","+7","02256",2013,"TOM WATSON"
"2631","Round 2","014","T86","78","6","+13","02256",2013,"TOM WATSON"
"2632","Round 1","014","T70","76","4","+4","24781",2013,"HUNTER MAHAN"
"2633","Round 2","014","T88","82","10","+14","24781",2013,"HUNTER MAHAN"
"2634","Round 1","014","T87","79","7","+7","02133",2013,"CRAIG STADLE"
"2635","Round 2","014","T88","79","7","+14","02133",2013,"CRAIG STADLE"
"2636","Round 1","014","T91","80","8","+8","02300",2013,"IAN WOOSNA"
"2637","Round 2","014","T88","78","6","+14","02300",2013,"IAN WOOSNA"
"2638","Round 1","014","93","83","11","+11","34443",2013,"ALAN DUNBAR"
"2639","Round 2","014","91","77","5","+16","34443",2013,"ALAN DUNBAR"
"2640","Round 1","014","T91","80","8","+8","01235",2013,"BEN CRENSH"
"2641","Round 2","014","T92","84","12","+20","01235",2013,"BEN CRENSH"
"2642","Round 1","014","T87","79","7","+7","21284",2013,"HIROYU FUJITA"
